# Test various dates.
$GPRMC,100001.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010100,,,A*51
$GPRMC,100002.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020100,,,A*51
$GPRMC,100003.000,A,5742.7541,N,01201.3416,E,0.20,64.97,030100,,,A*51
$GPRMC,100004.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010200,,,A*57
$GPRMC,100005.000,A,5742.7541,N,01201.3416,E,0.20,64.97,280200,,,A*5d
$GPRMC,100006.000,A,5742.7541,N,01201.3416,E,0.20,64.97,290200,,,A*5f
$GPRMC,100007.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010300,,,A*55
$GPRMC,100008.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020300,,,A*59
$GPRMC,100009.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010400,,,A*5c
$GPRMC,100010.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010500,,,A*55
$GPRMC,100011.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010600,,,A*57
$GPRMC,100012.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010700,,,A*55
$GPRMC,100013.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010800,,,A*5b
$GPRMC,100014.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010900,,,A*5d
$GPRMC,100015.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011000,,,A*54
$GPRMC,100016.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011100,,,A*56
$GPRMC,100017.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011200,,,A*54
$GPRMC,100018.000,A,5742.7541,N,01201.3416,E,0.20,64.97,311200,,,A*58

$GPRMC,100019.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010101,,,A*59
$GPRMC,100020.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020101,,,A*50
$GPRMC,100021.000,A,5742.7541,N,01201.3416,E,0.20,64.97,030101,,,A*50
$GPRMC,100022.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010201,,,A*52
$GPRMC,100023.000,A,5742.7541,N,01201.3416,E,0.20,64.97,280201,,,A*58
$GPRMC,100024.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010301,,,A*55
$GPRMC,100025.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020301,,,A*57
$GPRMC,100026.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010401,,,A*50
$GPRMC,100027.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010501,,,A*50
$GPRMC,100028.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010601,,,A*5c
$GPRMC,100029.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010701,,,A*5c
$GPRMC,100030.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010801,,,A*5b
$GPRMC,100031.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010901,,,A*5b
$GPRMC,100032.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011001,,,A*50
$GPRMC,100033.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011101,,,A*50
$GPRMC,100034.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011201,,,A*54
$GPRMC,100035.000,A,5742.7541,N,01201.3416,E,0.20,64.97,311201,,,A*56

$GPRMC,100036.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010102,,,A*57
$GPRMC,100037.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020102,,,A*55
$GPRMC,100038.000,A,5742.7541,N,01201.3416,E,0.20,64.97,030102,,,A*5b
$GPRMC,100039.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010202,,,A*5b
$GPRMC,100040.000,A,5742.7541,N,01201.3416,E,0.20,64.97,280202,,,A*5e
$GPRMC,100041.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010302,,,A*55
$GPRMC,100042.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011202,,,A*56

$GPRMC,100043.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010103,,,A*54
$GPRMC,100044.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020103,,,A*50
$GPRMC,100045.000,A,5742.7541,N,01201.3416,E,0.20,64.97,030103,,,A*50
$GPRMC,100046.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010203,,,A*52
$GPRMC,100047.000,A,5742.7541,N,01201.3416,E,0.20,64.97,280203,,,A*58
