45.276501 5.668686 438.155396 330.299957
47.473377 -8.033326 410.845032 166.715012
29.285788 -3.487617 299.906830 296.120117
30.424053 0.570801 301.364594 47.956394
58.443974 13.538703 406.392120 471.391235
79.718781 13.922158 353.860901 414.527557
13.527734 1.608478 209.113464 78.994858
46.563156 10.561341 285.994629 362.277405
73.635284 3.697507 310.114838 474.892853
62.735691 14.699328 376.174652 366.627808
39.251961 0.094506 251.232971 140.658813
69.368904 17.941132 456.152222 157.170395
89.048004 6.285082 478.658508 342.504211
90.811920 12.983840 461.675751 287.613953
53.292313 13.985883 337.473633 288.114105
27.585726 5.214704 186.404953 73.970390
56.837952 12.457900 223.696625 367.960358
45.913158 0.182823 346.827484 164.570450
58.241653 4.815507 329.812897 381.216431
19.789871 -4.993627 196.684875 84.802109
73.723465 5.900936 399.031311 362.938812
65.638756 8.085788 424.884979 419.279205
60.524914 6.981399 335.525970 360.672821
16.899338 -5.681157 225.302231 130.500885
53.499405 23.542967 400.602509 472.858398
34.278610 9.952744 186.548615 206.484695
62.762241 5.266887 362.715973 265.709747
66.464760 15.571109 406.196564 129.824448
28.587833 -11.490576 330.232391 50.535908
26.034391 9.596595 123.180626 221.680222
54.960655 19.618292 322.611786 382.847168
53.133377 18.460056 336.231689 148.579819
43.432053 15.521209 258.214233 137.254990
21.670462 -6.477517 104.623688 129.034714
30.508936 -2.501778 174.746231 133.863449
44.666954 11.149268 309.877655 110.654816
63.469341 2.123936 396.477325 272.833832
22.887737 -0.469484 251.475525 89.053116
51.628223 17.846163 438.363678 404.503082
27.667316 6.112307 306.810730 216.169434
67.508446 8.392921 371.159241 135.557693
58.537491 15.566788 525.435547 519.675598
49.834919 6.485818 388.596161 79.760902
43.913342 6.208481 251.588959 479.638885
37.135017 9.838629 294.575500 107.453049
40.196110 -7.914934 341.305267 103.541367
25.533232 0.747141 144.281967 309.144653
52.132008 8.552854 416.000916 486.298370
30.531343 -6.829492 228.199417 257.331482
47.415371 23.291513 226.070831 295.987183
81.004349 5.692801 537.377686 362.479919
46.326424 7.925093 287.320801 283.830780
75.409927 16.340265 499.203827 226.410049
31.215313 14.961020 294.678253 248.124954
35.813412 15.944905 223.234314 390.382172
44.210697 13.726600 172.596680 318.920349
36.638962 5.895710 208.401535 158.079788
39.973927 4.116117 170.099625 293.615601
50.680569 8.578797 366.842133 164.956955
38.534039 -2.542141 372.292084 332.309387
35.916805 13.725123 160.833405 343.386688
63.289841 4.052901 421.358276 279.418365
68.091789 10.407754 322.319855 275.243652
43.328598 1.191028 236.470978 236.056931
58.019070 10.335690 418.092377 204.069717
47.549274 1.508645 337.164795 451.108948
57.665035 13.406039 321.877594 397.952789
46.100723 0.524960 352.493439 443.070282
54.636429 -7.963322 506.864105 98.097221
26.742132 2.596063 118.613426 347.703339
35.538116 6.427609 173.131729 191.786316
24.791039 5.682150 183.635345 277.787750
28.601257 5.869338 281.444153 97.173172
37.292255 0.556439 263.995148 287.846832
25.597136 8.768029 231.875916 65.313797
25.517988 -1.692521 348.060638 181.784515
41.780327 10.230968 446.899902 312.906860
24.712212 4.833844 130.594910 177.581711
73.826637 1.339540 325.547974 457.867004
51.161564 10.973782 358.637543 168.966858
53.610973 10.747775 238.549942 379.916046
48.024769 20.122904 390.424500 117.979240
44.704269 16.092749 406.016083 471.640778
25.034288 0.069425 111.126587 330.831543
35.195301 2.165544 177.669128 213.886459
33.389381 -6.521379 284.552338 112.329552
69.471985 -8.124246 379.604095 473.908875
36.894474 12.836412 236.091965 262.392456
35.908329 11.448546 403.042206 65.159752
81.193108 11.482451 389.867401 439.444366
20.739069 7.181565 175.686111 147.124466
46.256184 24.070295 377.622070 179.360001
51.372410 9.882991 326.425140 359.439362
55.669170 0.211702 307.963806 246.883987
55.558086 -0.104302 340.396912 293.905640
40.208012 -4.445549 151.103424 270.217957
29.870089 8.680544 170.938507 261.274261
39.863640 16.837757 284.393585 71.488319
34.049862 3.147724 229.627884 32.013485
22.412443 -2.244602 91.497551 130.932114
52.583851 -0.926606 385.403168 263.798279
95.236038 1.374313 527.264587 504.884277
58.300095 -2.812203 317.089569 256.143005
77.684036 -1.194428 419.000732 404.069489
56.578518 24.392267 243.628815 422.800934
27.679899 4.269676 191.646362 224.992538
54.970951 2.726133 342.747559 375.694061
11.353111 1.903830 132.801392 103.000160
47.986557 9.522743 224.711395 235.698349
51.393581 12.398385 417.207092 425.834808
32.924007 -0.256151 158.829803 211.207169
47.783405 3.277293 183.883224 406.868439
47.256481 -0.409531 182.147552 351.946899
46.847145 -4.025643 215.053650 264.665070
49.612263 16.754786 272.836426 326.482269
53.286320 2.657059 224.691772 276.592896
25.100246 8.768690 180.734528 84.710930
78.523399 13.185687 508.306122 273.796906
38.912437 8.760118 450.571808 400.000610
32.024986 10.002411 491.743683 169.722397
30.305447 5.128103 189.769791 303.821136
61.964939 10.290277 438.065125 397.832092
39.881371 8.725815 306.929840 81.730789
52.753613 7.495172 449.932159 269.215851
56.004589 4.850614 422.887115 285.141510
47.578045 13.039599 453.337402 196.135742
34.991199 5.193110 237.626282 89.071495
53.633316 0.036339 214.371796 298.489624
36.568417 6.546648 212.376877 303.492889
42.581413 6.834958 297.357086 425.972565
35.288563 -0.760375 320.330048 69.779739
26.902496 16.809771 135.551712 330.653839
54.346962 10.358857 472.791168 153.096573
81.840851 20.984282 417.222412 405.612000
25.220516 7.473426 187.517502 312.206146
62.895145 13.398173 392.928833 220.649704
19.945353 3.210111 109.171219 117.734322
44.357140 9.203868 152.041931 419.214111
20.577265 12.162800 300.096466 330.361115
56.232079 0.114035 265.444794 515.256104
61.445026 6.500802 248.421448 416.171967
87.038284 8.632323 352.530182 490.859924
64.606667 9.877563 444.171997 310.819855
59.601650 20.285706 487.924225 196.206055
68.873276 7.061677 409.037292 235.887711
48.269032 2.377156 393.590759 66.533379
45.502586 2.150769 152.509903 305.994110
41.481297 10.220312 298.660583 128.072006
29.859716 13.373412 352.834259 62.780533
20.708424 -1.781306 208.281448 120.073212
70.283508 4.873992 385.125092 333.488800
29.022501 -5.660455 256.706268 168.941208
78.337753 12.598514 373.123718 276.868256
37.608093 10.508062 405.097137 145.139481
44.645939 4.790298 271.969391 442.394196
56.547432 7.154609 355.947723 494.859039
37.003925 15.860264 231.459702 119.688995
40.006580 3.912402 233.689926 102.943329
35.631535 9.077184 240.320267 95.713432
12.417956 1.041031 95.622208 45.720928
41.917740 2.829419 228.439087 342.155396
60.028584 14.160647 305.251251 492.664978
27.347231 2.155586 219.981216 77.449066
45.708927 12.756072 247.195480 430.991638
30.137659 15.562856 144.530243 313.148254
40.083164 -9.124097 197.164001 310.413147
59.882225 3.041903 296.187531 369.239716
43.687351 0.359241 249.079391 195.886017
51.541679 -6.329341 209.590317 359.675964
64.527359 -7.261090 311.045319 437.197266
36.510654 7.608945 172.733856 361.830627
40.581142 -2.598056 395.124023 161.500366
29.105875 5.864453 258.594208 90.933479
39.003372 0.013614 152.303177 418.769714
79.937790 4.904666 354.889587 488.878113
67.077980 11.453076 390.039703 131.846848
30.908751 10.824216 342.492706 304.058533
34.333729 5.903069 184.410385 471.471802
19.798677 7.488053 329.569366 97.370903
69.353210 13.302751 281.846527 362.511017
33.062943 1.448675 300.750366 65.229317
29.931326 -6.599256 292.445892 70.456841
54.321518 3.378819 273.711243 507.410126
23.814562 16.724619 223.129822 349.340668
45.972549 -7.272779 380.751617 331.358276
66.788963 11.872014 418.828827 196.231934
36.465122 11.968085 231.644531 347.411713
47.059116 -6.286366 413.225494 179.135803
31.556349 7.597777 116.101692 335.991608
42.003201 -2.895523 226.857605 290.412842
38.691940 -1.043103 318.820251 385.992004
25.828201 10.001250 209.758911 285.093597
46.683437 11.339261 437.489380 167.572250
65.158394 13.179635 292.042938 489.926208
59.894634 1.052384 353.278839 268.495819
34.554523 3.276179 377.402191 283.087341
59.119305 12.712499 441.585663 388.506927
41.877945 12.400007 347.112610 455.149139
38.895737 8.887450 199.429001 482.178101
56.189957 5.851401 281.346283 299.353485
54.610676 30.306549 362.247070 422.334991
9.606915 5.300340 149.451294 53.441402
27.287169 8.082167 128.044052 278.443878
67.521469 4.715675 315.558990 367.000061
9.680258 -3.902609 157.503571 150.932251
69.788132 4.361815 364.857574 457.591949
82.492485 -3.833958 401.061554 440.671112
61.787109 4.996425 400.387939 157.620453
31.749840 5.068597 161.792084 214.451324
70.062790 7.393085 417.959351 205.228729
50.017456 4.844604 330.825348 206.241119
43.556278 1.131195 331.468933 331.438751
52.481441 13.710221 327.584290 108.795364
40.195797 4.809705 288.511932 115.778870
46.745529 17.625889 431.789276 497.787140
23.419346 5.229175 282.463531 233.247116
33.080173 5.405308 133.168900 78.517853
31.771549 2.998799 377.234589 218.643234
46.445602 8.957629 253.561691 304.990112
49.427097 9.340661 410.410950 421.774506
44.796944 2.234626 279.136139 383.457092
23.983669 3.239058 346.614929 188.958878
22.095863 10.733083 149.245163 108.715286
61.834003 0.233913 268.149017 427.909729
65.168640 -4.719785 340.854218 468.325958
62.346512 9.839459 380.229462 382.636627
42.314278 4.576501 227.438065 208.818665
40.221241 1.452503 220.725891 291.127106
46.242512 3.472518 358.282867 364.634338
31.724237 3.439164 189.358047 266.172150
43.452179 11.312686 403.364349 145.454742
64.739914 1.880259 251.476486 449.908722
31.409428 0.888873 194.636765 159.605209
56.668427 3.995807 231.685425 351.792603
31.283108 2.026299 387.177338 215.885345
34.675358 7.539439 361.043488 396.029114
22.805782 8.939620 142.963760 90.843353
53.399422 -3.413480 223.580490 262.384735
65.805435 12.522061 360.078094 454.484009
40.682972 18.473095 267.287079 139.219971
69.694916 12.879094 441.487335 461.037811
31.825216 5.239009 386.085419 359.227356
58.718700 14.331628 308.838654 97.152763
88.897842 3.047759 475.568878 461.163422
67.232239 3.326459 287.677216 450.067352
12.076734 1.076132 279.106537 75.808624
25.451309 -2.361957 156.515900 179.510559
52.079739 0.814361 222.917755 353.150116
44.579491 6.160291 295.611908 180.899536
39.321545 11.444920 243.985672 56.347500
39.544315 12.178815 350.129822 424.749634
35.567795 6.729813 253.278625 174.837311
84.952324 19.486301 448.888947 212.685303
62.432133 1.015790 490.448456 534.552734
54.272114 5.152808 369.347809 355.356842
40.883743 8.771408 331.986542 89.730247
38.917286 7.341298 183.949799 423.135803
14.605887 10.585556 111.967125 83.733253
44.094807 0.895770 288.579437 255.388931
37.329041 15.608428 271.659210 376.609161
72.715607 -0.277915 392.415436 350.790222
52.231106 14.746469 358.391327 167.505402
28.131882 3.041602 247.113144 82.556320
33.257217 5.106592 217.176224 130.618454
47.332394 14.711930 376.267334 90.963921
41.313110 4.881208 286.878296 380.585846
47.875172 3.583774 483.912384 453.615356
37.474274 12.370685 302.298584 157.502625
39.002018 5.204225 214.373428 107.194946
53.206730 6.835368 228.631805 327.901093
28.129145 1.896603 480.719727 282.010742
44.821243 20.761106 287.388184 202.092346
34.256237 -1.147351 178.093979 417.006927
82.157883 4.225322 458.505310 465.336060
31.229179 10.821835 376.722870 246.597336
79.688644 -10.420754 341.873230 500.117889
14.461274 0.224027 101.150726 131.633850
31.673492 -6.085907 206.930542 249.443802
33.975784 -1.580477 152.546661 238.879913
16.870604 3.938844 184.302002 128.141937
